Unnamed: 0,passResult,offenseFormation,personnelO,personnelD,defendersInBox,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,playDirection
186,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
187,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
188,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
189,I,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,0,Cover-0,Man,left
190,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
191,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
192,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
193,C,EMPTY,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
194,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-2,Zone,right
195,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
196,I,SHOTGUN,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
197,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,right
198,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
199,I,SHOTGUN,"1 RB, 2 TE, 2 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
200,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-2,Zone,left
201,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,,0,Cover-1,Man,left
202,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
203,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,,1,Cover-1,Man,right
204,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
205,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
206,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
207,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
208,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
209,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Quarters,Zone,left
210,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
211,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
212,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
213,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
214,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
215,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
216,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-3,Zone,left
217,I,JUMBO,"2 RB, 3 TE, 0 WR","4 DL, 3 LB, 4 DB",8.0,,1,Red Zone,Other,right
218,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",4.0,TRADITIONAL,0,Cover-3,Zone,right
219,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-6,Zone,left
220,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
221,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
222,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
223,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
224,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
225,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Cover-3,Zone,left
226,I,SINGLEBACK,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,SCRAMBLE,0,Red Zone,Other,right
227,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
228,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
229,C,I_FORM,"2 RB, 1 TE, 2 WR","5 DL, 2 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
230,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
231,C,I_FORM,"2 RB, 0 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
232,I,PISTOL,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-0,Man,left
233,I,SHOTGUN,"1 RB, 0 TE, 4 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
234,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,2-Man,Man,right
235,C,SHOTGUN,"1 RB, 2 TE, 2 WR","5 DL, 2 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
236,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
237,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",8.0,TRADITIONAL,0,Red Zone,Other,left
238,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
239,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
240,C,SHOTGUN,"1 RB, 0 TE, 4 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
241,C,I_FORM,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
242,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,,0,Quarters,Zone,right
243,C,I_FORM,"2 RB, 0 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-1,Man,left
244,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
245,S,PISTOL,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,SCRAMBLE_ROLLOUT_RIGHT,1,Quarters,Zone,left
246,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",4.0,TRADITIONAL,0,Cover-2,Zone,left
247,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
248,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
249,S,SHOTGUN,"1 RB, 2 TE, 2 WR","1 DL, 4 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
250,C,I_FORM,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
251,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,1,Cover-1,Man,right
252,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,right
253,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
254,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
255,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
256,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
257,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",7.0,,0,Cover-1,Man,right
258,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",7.0,SCRAMBLE,1,Cover-3,Zone,right
259,I,I_FORM,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
260,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,DESIGNED_ROLLOUT_LEFT,1,Quarters,Zone,right
261,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-3,Zone,right
262,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
263,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-2,Zone,right
264,C,PISTOL,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",5.0,TRADITIONAL,1,Cover-3,Zone,left
265,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
266,I,EMPTY,"0 RB, 1 TE, 4 WR","3 DL, 3 LB, 5 DB",6.0,,0,Cover-3,Zone,left
267,C,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
268,C,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
269,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",4.0,TRADITIONAL,0,Quarters,Zone,right
270,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,0,Cover-3,Zone,left
271,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Red Zone,Other,right
272,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
273,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
274,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
275,I,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
276,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
277,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
278,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,left
279,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
280,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,2-Man,Man,left
281,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,0,Quarters,Zone,left
282,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
283,R,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,SCRAMBLE,0,Cover-3,Zone,right
284,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,0,Cover-3,Zone,left
285,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
286,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Quarters,Zone,right
287,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
288,I,SHOTGUN,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
289,C,SHOTGUN,"1 RB, 0 TE, 4 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
290,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Red Zone,Other,right
291,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
292,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Quarters,Zone,left
293,I,SHOTGUN,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",6.0,SCRAMBLE,1,Cover-2,Zone,right
294,C,I_FORM,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,left
295,C,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
296,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
297,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Red Zone,Other,left
298,R,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE,1,Cover-3,Zone,right
299,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
300,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,,1,Cover-3,Zone,left
301,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
302,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
303,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-1,Man,left
304,IN,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
305,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
306,C,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,right
307,C,I_FORM,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
308,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
309,C,EMPTY,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
310,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
311,C,PISTOL,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-1,Man,right
312,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
313,I,I_FORM,"2 RB, 2 TE, 1 WR","3 DL, 4 LB, 4 DB",8.0,DESIGNED_ROLLOUT_LEFT,1,Cover-1,Man,left
314,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-6,Zone,right
315,C,SHOTGUN,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
316,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
317,C,PISTOL,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
318,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
319,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
320,C,JUMBO,"6 OL, 1 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",9.0,TRADITIONAL,1,Goal Line,Other,left
321,I,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,,0,Cover-1,Man,right
322,S,EMPTY,"0 RB, 0 TE, 5 WR","2 DL, 3 LB, 6 DB",4.0,SCRAMBLE,0,Cover-3,Zone,right
323,I,I_FORM,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,SCRAMBLE,1,Cover-1,Man,right
324,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
325,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",9.0,SCRAMBLE_ROLLOUT_RIGHT,1,Red Zone,Other,right
326,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,right
327,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-6,Zone,left
328,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-3,Zone,right
329,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
330,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,right
331,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
332,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
333,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
334,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
335,S,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-1,Man,left
336,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
337,I,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
338,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,0,Cover-0,Man,right
339,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
340,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
341,C,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-1,Man,left
342,I,SHOTGUN,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-6,Zone,right
343,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Cover-3,Zone,left
344,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","5 DL, 2 LB, 4 DB",8.0,DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,left
345,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
346,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
347,C,PISTOL,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
348,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE,0,Cover-3,Zone,left
349,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
350,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,,1,Cover-3,Zone,right
351,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
352,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,1,Cover-2,Zone,left
353,I,,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",,,0,2-Man,Man,right
354,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
355,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
356,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,0,Cover-3,Zone,left
357,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
358,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
359,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,0,Cover-1,Man,left
360,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
361,C,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,2-Man,Man,right
362,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,,0,Cover-0,Man,right
363,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
364,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
365,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
366,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
367,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
368,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,2-Man,Man,right
369,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,,0,Cover-1,Man,right
370,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
371,C,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",4.0,TRADITIONAL,0,Cover-2,Zone,right
372,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
373,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
